Heading,Value
Sex,Male
Race,White
Number of victims,2
Country where killing occurred,United States
States where killing occurred,Pennsylvania
Type of killer,Mixed
Height,
Childhood Information,
Date of birth,November 1943
Location,"(Eastlake) Cleveland, Ohio"
Birth order,1 of 2
Number of siblings,1 Brother; Terry
XYY?,
Raised by,"Both parents, and at times step-parents"
Birth category,Oldest
Parent’s marital status,Married then divorced
Family event,Mother committed suicide
Age of family event,<1
Problems in school?,No
Teased while in school?,Yes
Physically attractive?,No
Physical defect?,"Yes, his head was deformed from falling from a tree"
Speech defect?,No
Head injury?,Fell from a tree and hit his head causing a deformation
Physically abused?,No
Psychologically abused?,"Yes, father hung his bed-sheets outside when he wet them to make sure everyone saw"
Sexually abused?,No
Father’s occupation,
Age of first sexual experience,Early 1970’s
Age when first had intercourse,Early 1970’s
Mother’s occupation,Housewife
Father abused drugs/alcohol,Alcohol
Mother abused drugs/alcohol,Alcohol
Cognitive Ability,
Highest grade in school,Did not complete his senior year in high school
Highest degree,High school equivalency diploma
Grades in school,Scored a 96% on the high school equivalency test and received excellent grades while attending military school
IQ,130
Work History,
Served in the military?,Yes
Branch,Army
Type of discharge,"Honorable, in 1962 due to mental disabilities"
Saw combat duty,No
Killed enemy during service?,No
Applied for job as a cop?,Applied for the position of a Military Police Officer but was refused
Worked in law enforcement?,No
Fired from jobs?,Was fired from the University Hospital
Types of jobs worked,Medic in the Army; LPN (Licensed Practical Nurse); Psychiatric nurse; Minister; Landlord; Stock Speculator
Employment status during series,Minister
Sexual preference,Heterosexual
Marital status,Married once
Number of children,Fathered 1 female child
Lives with his children,No
Living with,"Alone, after his wife left him"
Triad,
Animal torture,No
Fire setting,No
Bed wetting,Yes
Killer Psychological Information,
Abused drugs?,Claims that the Army ran tests on him using LSD
Abused alcohol?,No
Been to a psychologist?,Yes
Time in forensic hospital?,"Yes, 3 months in a Pennsylvania hospital for a psychological evaluation"
Diagnosis,Schizophrenia; Schizoid Personality Disorder
Killer Criminal History,
Committed previous crimes?,Many; deviant sexual conduct
Spend time in jail?,No
Spend time in prison?,Yes; 4 years and 4 months; was paroled in April 1983
Killed prior to series?  Age?,No
Serial Killing,
Number of victims,"6 total victims, killed 2"
Victim type,Prostitute; young women
Killer age at start of series,24
Gender of victims,Female
Race of victims,African American
Age of victims,18 to mid 20’s
Method of killing,Accidental and natural causes
Type of serial killer,Mixed
How close did killer live?,Drove to pick up girls
Killing occurred in home of victim?,No
Killing occurred in home of killer?,Yes
Weapon,Found at scene
Behavior During Crimes,
Rape?,Yes
Tortured victims?,"Yes; beat, whipped, electrocuted"
Stalked victims?,No
Overkill?,No
Quick & efficient?,No
Used blindfold?,No
Bound the victims?,"Yes, chains"
After Death Behavior,
Sex with the body?,No
Mutilated body?,Yes
Ate part of the body?,Yes
Drank victim’s blood?,No
Posed the body?,No
Took totem – body part,Yes
Took totem – personal item,No
Robbed victim or location,No
Disposal of Body,
"Left at scene, no attempt to hide",Parts of the body
"Left at scene, hidden",Parts of the body
"Left at scene, buried",Parts of the body
"Moved, no attempt to hide",No
"Moved, buried",One of his victims
Cut-op and disposed of,Yes
"Moved, too home",No
Date killer arrested,"March 24, 1987"
Date convicted,"July 1, 1988"
Sentence,Death penalty
Killer executed?,Yes
Did killer plead NGRI?,No
Name and state of prison,"State Correctional Institution in Pittsburgh, Pennsylvania"
Killer committed suicide?,Attempted many times
Killer killed in prison?,No
Date of death,"July 6, 1999 at 10:29 PM"
