Heading,Value
Sex,Male
Race,Hispanic
Number of victims,14
Country where killing occurred,United States
States where killing occurred,California
Cities where killing occurred,Los Angeles
Type of killer,Hard to categorize because his crimes were so different in nature and his methods often varied.
Height,6’1”
Childhood Information,
Date of birth,"February 29, 1960"
Location,"El Paso, Texas"
Birth order,5th
Number of siblings,4
XYY?,No
Raised by,Both parents and sister
Birth category,Youngest
Parent’s marital status,Married
Family event,Witness his cousin kill his wife
Age of family event,13
Problems in school?,Yes – Just didn’t pay attention and became truant
Teased while in school?,No
Physically attractive?,Until he began to
Physical defect?,Diagnosed with Temporal Lobe Epilepsy
Speech defect?,No
Head injury?,"-Age 2-Dresser fell on him was knocked unconscious. 
Received 30 stitches in his forehead. Scar is still visible. -Age 5-Hit in the head by a swing and knocked unconscious."
Physically abused?,His father would often become enraged at objects and would often beat the oldest (Ruben) for disgracing the family
Psychologically abused?,No
Sexually abused?,Describe
Father’s occupation,"Had several jobs-farmer, policeman, laborer, construction worker"
Age of first sexual experience,"Age 12-Became sexual aroused by graphic photographs his cousin Mike a Vietnam war veteran, showed him of women performing oral sex on him at gun point.  Another picture shows Mike holding the severed head of the same women."
Age when first had intercourse,"Began to frequent prostitutes during his teens. 
Age 17-First known intercourse with someone other than a prostitute – Nancy Avila"
Mother’s occupation,"Factory worker (Tony Lama, a Texas boot manufacturer)"
Father abused drugs/alcohol,No – Was diabetic.
Mother abused drugs/alcohol,"No – But was exposed to the fallout from nuclear bomb testing in 1948 while she lived in Juarez, Mexico.  She was also exposed to toxic chemicals while Richard was in the womb"
Cognitive Ability,
Highest grade in school,11th
Grades in school,"He was a truant for most of his time at Jefferson High School, finally dropping out at the age of 17. As one of his"
Work History,
Served in the military?,No
Applied for job as a cop?,No
Worked in law enforcement?,No
Types of jobs worked,Never held an honest job
Employment status during series,"Didn’t really have a job, got money by being a burglar"
Sexual preference,Heterosexual
Marital status,Married once he was in prison to Doreen Lioy
