Date,Age,Life Event,Life Event
05/27/1958,0,"Born in Atlanta’s Dixie Hills Neighborhood to Homer and Faye Williams, both of whom were teachers","Born in Atlanta’s Dixie Hills Neighborhood to Homer and Faye Williams, both of whom were teachers"
1973,15,Worked as an announcer for WIGO radio,Worked as an announcer for WIGO radio
1974,16,Williams started his own radio station (WRAZ) from home,Williams started his own radio station (WRAZ) from home
1976,18,Graduated with honors from Frederick Douglass High School in Atlanta,Graduated with honors from Frederick Douglass High School in Atlanta
"May, 1976",18,Arrested in Atlanta for impersonating a police officer.  He was never convicted.,Arrested in Atlanta for impersonating a police officer.  He was never convicted.
1976,18,Worked as an announcer and reporter for WBJE radio,Worked as an announcer and reporter for WBJE radio
01/1977,18,"Enrolled at Georgia State University, majoring in business administration and psychology","Enrolled at Georgia State University, majoring in business administration and psychology"
1977,19,Worked as a researcher for WGST radio,Worked as a researcher for WGST radio
08/1978,20,Charged by the East Point Police Department with making a false charge. The charges were eventually dismissed.,Charged by the East Point Police Department with making a false charge. The charges were eventually dismissed.
03/1979,20,Dropped out of Georgia State University,Dropped out of Georgia State University
1979,,Worked as a photographer on special assignment with WSB-TV,Worked as a photographer on special assignment with WSB-TV
07/28/1979,21,"Strangled Alfred Evans (AAM, 14) to death found on Niskey RD. in South West Atlanta Georgia beside victim Edward Hope Smith. (Last Seen 07/25/79 found 07/28/79) *Pattern Case","Strangled Alfred Evans (AAM, 14) to death found on Niskey RD. in South West Atlanta Georgia beside victim Edward Hope Smith. (Last Seen 07/25/79 found 07/28/79) *Pattern Case"
11/08/1979,21,"Yusef Bell (AAM,9) strangled to death in abandoned E.P Johnson Elementary School in Atlanta ,Georgia (Last Seen 10/21/1979 found 11/08/1979*Pattern Case","Yusef Bell (AAM,9) strangled to death in abandoned E.P Johnson Elementary School in Atlanta ,Georgia (Last Seen 10/21/1979 found 11/08/1979*Pattern Case"
05/19/1980,21,"Eric Middlebrooks (AAM, 14) Beating to death found on 247 Flat Shoals RD next to the “Hope U Like It” bar in Atlanta, Georgia  (Last Seen 5/18/80 found dead 05/19/80) *Pattern Case","Eric Middlebrooks (AAM, 14) Beating to death found on 247 Flat Shoals RD next to the “Hope U Like It” bar in Atlanta, Georgia  (Last Seen 5/18/80 found dead 05/19/80) *Pattern Case"
06/09/1980,22,"Christopher Richardson(AAM,12), went missing June 09,1980 COD undetermined body  is thought to be found on January 09, 1981 in Atlanta, GA*Pattern Case","Christopher Richardson(AAM,12), went missing June 09,1980 COD undetermined body  is thought to be found on January 09, 1981 in Atlanta, GA*Pattern Case"
06/24/1980,22,"Aaron Wyche (AAM,10) died of asphyxiation due to a broken neck found in Atlanta, GA(Last Seen 06/23/1980 found 06/24/1980)  *Pattern Case","Aaron Wyche (AAM,10) died of asphyxiation due to a broken neck found in Atlanta, GA(Last Seen 06/23/1980 found 06/24/1980)  *Pattern Case"
