Date,Age,Life Event,Life Event
3-09-45,0,Born in Kansas,Born in Kansas
~1957,~12,Grade 8: Confirmed in the Zion Lutheran Church,Grade 8: Confirmed in the Zion Lutheran Church
1960,15,Saved the life of a fellow boy scout on a canoe trip in Arkansas,Saved the life of a fellow boy scout on a canoe trip in Arkansas
~1963,18,Graduated Wichita Heights Valley Center High School,Graduated Wichita Heights Valley Center High School
8-17-66,21,"Enlisted in the United States Air Force as a mechanic in the Vietnam War. Reached the rank of Sergeant and received three medals during his military career. His tour of duty included tours in Korea, Turkey, Greece and Okinawa.","Enlisted in the United States Air Force as a mechanic in the Vietnam War. Reached the rank of Sergeant and received three medals during his military career. His tour of duty included tours in Korea, Turkey, Greece and Okinawa."
1966,21,Father died while Rader served in Vietnam,Father died while Rader served in Vietnam
8-6-66,21,Best Man at John Davis’ wedding; Davis was a friend since childhood,Best Man at John Davis’ wedding; Davis was a friend since childhood
2-67,21,"Stationed at Brookley Air Force Base in Mobile, AL","Stationed at Brookley Air Force Base in Mobile, AL"
2-68,22,"Stationed at Kadena Air Base in Okinawa, Japan","Stationed at Kadena Air Base in Okinawa, Japan"
8-11-70,25,Left active duty and enters reserves,Left active duty and enters reserves
6-20-72,27,Finishes reserve duty in the Air Force; discharged as sergeant,Finishes reserve duty in the Air Force; discharged as sergeant
1970-1973,25-28,"Rader worked in the meat department for Leeker's IGA in Park City and took a job at the Coleman factory, but left in July 1973, six months before the Otero slayings.","Rader worked in the meat department for Leeker's IGA in Park City and took a job at the Coleman factory, but left in July 1973, six months before the Otero slayings."
1974-1988,29-43,Employed with ADT Security Systems; nicknamed “Blue Book Man” because of his memory for regulations,Employed with ADT Security Systems; nicknamed “Blue Book Man” because of his memory for regulations
1-15-74,28,"BTK claimed his first victims.  The ankles and wrists of Joseph Otero, 35, had been bound. His wife Julie Otero, 34, also bound by her ankles and wrist was lying on the bed with her mouth gagged. Joseph Otero Jr., 9, had been bound in the same fashion with three hoods covering his head and face. Hanging from pipe in the basement; Josephine Otero, 11, was found gagged and partially naked. All were dead by strangulation by cut cords from a Venetian blind, not found in the house. The crime was committed in the morning around 8:00am to 10:00am. The telephone lines leading to the house were cut, and there was evidence of forced entry.  BTK had worked with Julie Otero at the Coleman factory.","BTK claimed his first victims.  The ankles and wrists of Joseph Otero, 35, had been bound. His wife Julie Otero, 34, also bound by her ankles and wrist was lying on the bed with her mouth gagged. Joseph Otero Jr., 9, had been bound in the same fashion with three hoods covering his head and face. Hanging from pipe in the basement; Josephine Otero, 11, was found gagged and partially naked. All were dead by strangulation by cut cords from a Venetian blind, not found in the house. The crime was committed in the morning around 8:00am to 10:00am. The telephone lines leading to the house were cut, and there was evidence of forced entry.  BTK had worked with Julie Otero at the Coleman factory."
10-74,29,"The local paper, the Wichita Eagle, received a phone call referring journalists to a book in a local library where a note was found, apparently written by BTK, claiming responsibility for the Otero killings.","The local paper, the Wichita Eagle, received a phone call referring journalists to a book in a local library where a note was found, apparently written by BTK, claiming responsibility for the Otero killings."
1974,29,"April 4: Kathryn Bright, 20, and her brother Kevin, 19, walked in on an intruder already in Kathryn’s residence. BTK forced Kevin to tie his sister to a chair, then","April 4: Kathryn Bright, 20, and her brother Kevin, 19, walked in on an intruder already in Kathryn’s residence. BTK forced Kevin to tie his sister to a chair, then"
,,,
,,"took Kevin into another room, where he was bound and gagged. BTK then attempted to strangle him; when Kevin resisted he was shot but not killed. Kevin heard his sister struggling in the other room, but managed to get free.  He escaped, but Kathryn later died in the hospital from 3 stab wounds. She also had marks around her neck, presumably from attempted strangling.  BTK had worked with Kathryn Bright at the Coleman factory.",
7-27-75,30,"Son, Brian, Born",
3-17-77,32,"Shirley Vian, 26, was discovered dead with her hands and feet bound and a bag over her head. BTK’s signature cord was wrapped around her neck.  Her three children were unharmed; apparently due to a phone call, BTK left the scene without murdering the children",
12-9-77,32,The murder of 25-year-old Nancy Fox was phoned in to investigators by BTK.,
1-31-78,32,BTK mailed a letter to the Wichita Eagle containing a poem about Shirley Vian.,
2-10-78,32,"BTK wrote another letter to a television station announcing his victim count, so far, to be seven. He blamed his crimes on a “demon.”",
4-28-79,34,"BTK sent a letter to Anna Williams, 63, (in which he had also included one of her scarves--apparently stolen from her home) telling her to be glad she did not come home because he had been waiting for her inside.",
1979,34,Graduated Wichita State University with a B.A. in Administration of Justice.  From a 25 year Class Reunion Questionnaire (1984) Rader wrote that he attended Kansas Wesleyan and Butler County Community College before Wichita State University,
6-79,34,"Sends poem, sketches and jewelry to a woman in whose home he had hidden in earlier (waiting for her to return); also sends similar package to KAKE-TV",
6-13-79,34,"Daughter, Kerri, Born",
4-27-85,40,"Marine Hedge, 53, is abducted from her home in Park City, a few doors down from Rader's home.",
5-5-85,40,The body of Marine Hedge is found in a roadside ditch.,
9-16-86,41,"Vicki Wegerle, 28, found strangled in her home. Her son was unharmed.",
10-31-87,42,"Shannon Olson, 15, was found in the pond of an industrial park bound and stabbed multiple times.",
12-31-87,42,"Three members of the Fager family were found bound and strangled in their residence. Soon afterwards, Mary Fager received a letter thought to be from BTK. It said that he had not committed the murders but that he admired the work.",
1989,44,Collected information for the United States Census Bureau,
1990,45,"Employed as Compliance Supervisor for Park City, KS",
1-19-91,45,"The body of Delores Davis, 62, was found under a bridge a few blocks from her home",
1996,51,Appointed to Sedgewick County Board of Zoning Appeals,
1996,51,Appointed to Sedgewick County Animal Control Advisory Board,
1998,53,Resigned from Sedgewick County Board of Zoning Appeals,
1998,53,Resigned from Sedgewick County Animal Control Advisory Board,
8-6-98,53,"Possibly tranquilized neighbor, Barbara Walters’, dog",
1998,53,"Misty King reports Rader as helping her with a difficult time while her husband was hospitalized, and even checked on her after the marriage ended until she began dating.  Rader then began harassing King who was given citations by Rader from 1999-2001.",
2001,56,Euthanized King’s dog,
3-19-04,59,"BTK sent a letter to the Wichita Eagle claiming responsibility for the September 16, 1986 murder of Vicki Wegerle. In the letter he included a photocopy of her driver’s license and three photos of the body.",
5-5-04,59,Another letter from BTK arrives at a local Wichita television station.,
6-17-04,59,Another letter was found in the drop box of the local library.,
7-17-04,59,Package from BTK found in Wichita library,
10-22-04,59,A letter is discovered at a Wichita Shopping Center from BTK on the 30th anniversary of his first communications.,
,,,
12-14-04,59,December: a man found a plastic bag in Murdock Park that had Nancy Fox’s license along with a letter; it also contained a Barbie doll with gag and binds on.,December: a man found a plastic bag in Murdock Park that had Nancy Fox’s license along with a letter; it also contained a Barbie doll with gag and binds on.
2-05,59,Serving as President of Christ Lutheran Church Congregational Council,Serving as President of Christ Lutheran Church Congregational Council
2-05,59,Working as a Cub Scout Leader,Working as a Cub Scout Leader
2-16-05,59,Sends manila envelope with computer disk and other items to KSAS TV station,Sends manila envelope with computer disk and other items to KSAS TV station
2-25-05,59,Arrested; bond set at 10 million dollars; 5-3-05: Pled not guilty,Arrested; bond set at 10 million dollars; 5-3-05: Pled not guilty
