Date,Age,Life Event,Life Event
11/25/1946,0,"Born in Bronx, NY","Born in Bronx, NY"
1958,12,"Family settled in River Vale, NJ when Richard was still a youngster","Family settled in River Vale, NJ when Richard was still a youngster"
1958,12,"Entered in the seventh grade at St. Andrews, a parochial school for boys and girls—had trouble making friends, took an interest in homing pigeons and tinkering around the house and yard with his mother","Entered in the seventh grade at St. Andrews, a parochial school for boys and girls—had trouble making friends, took an interest in homing pigeons and tinkering around the house and yard with his mother"
1960,14,"Entered Pascack Valley High School in Hillsdale-became more accepted by peers, but he was never a star, he just blended in with the crowd.","Entered Pascack Valley High School in Hillsdale-became more accepted by peers, but he was never a star, he just blended in with the crowd."
1960-1964,14-18,Joined cross country and track team—he picked the event that suited his personality; he chose the solitude and loneliness of the long distance runner.,Joined cross country and track team—he picked the event that suited his personality; he chose the solitude and loneliness of the long distance runner.
1964,18,Graduated from Pascack Valley High School,Graduated from Pascack Valley High School
1964-1966,18-20,Worked for father’s insurance company Metropolitan Life as a computer operator and took courses to learn more about computers.,Worked for father’s insurance company Metropolitan Life as a computer operator and took courses to learn more about computers.
1966,20,Joined Blue Cross Blue Shield of Greater New York as a computer operator,Joined Blue Cross Blue Shield of Greater New York as a computer operator
1967,21,"Strangled to death Nancy Schiava Vogel (WF, 29)","Strangled to death Nancy Schiava Vogel (WF, 29)"
10/03/1969,22,Charged and convicted of intoxicated driving (New York City): 10 days jail & $50 fine,Charged and convicted of intoxicated driving (New York City): 10 days jail & $50 fine
05/03/1970,23,"Married Janet at Our Lady of Lourdes Church in Queens Village, NY","Married Janet at Our Lady of Lourdes Church in Queens Village, NY"
1970-1974,23-28,"Lived at the apartments called Ledgewood Terrace in Little Ferry, the site where his first victim Maryann Carr, was later found dead.","Lived at the apartments called Ledgewood Terrace in Little Ferry, the site where his first victim Maryann Carr, was later found dead."
08/21/1972,25,"Charged and convicted of shoplifting at Stern’s Department Store in Paramus, NJ. Received a $50 fine","Charged and convicted of shoplifting at Stern’s Department Store in Paramus, NJ. Received a $50 fine"
09/04/1973,26,"New York City: Charged with robbery, sodomy, sexual assault, but case was dismissed","New York City: Charged with robbery, sodomy, sexual assault, but case was dismissed"
10/15/1973,26,"First child, Blair, was born","First child, Blair, was born"
02/12/1974,27,"New York City: Charged with unlawful imprisonment, robbery, but case was dismissed","New York City: Charged with unlawful imprisonment, robbery, but case was dismissed"
February 1975,28,"Moved into new rented three-bedroom home at 29 Vreeland Street in Lodi, NJ","Moved into new rented three-bedroom home at 29 Vreeland Street in Lodi, NJ"
03/28/1975,28,"Second child, Scott, was born","Second child, Scott, was born"
10/13/1976,29,"Last child, Jenny, was born","Last child, Jenny, was born"
12/16/1977,31,"First victim’s body, Maryann Carr (WF, 26), was found, bound at the hands and feet and strangled with a ligature around her neck.","First victim’s body, Maryann Carr (WF, 26), was found, bound at the hands and feet and strangled with a ligature around her neck."
1977-1980,31-34,Had extramarital affair with Barbara Lucas,Had extramarital affair with Barbara Lucas
,,,
09/23/1978,31,"Abducted Karen Schilt in New York City, drugged, and sexually assaulted her, and dumped her in a sewer at the apartment complex in Little Ferry, NJ.",
10/13/1978,31,"Picked up a pregnant prostitute named Susan Geiger.  Drugged, beat, and raped her and left her in a motel room in South Hackensack, NJ.",
April 1979,32,Wife Janet filed for divorce,
12/02/1979,33,"Second victim Deedeh Goodarzi’s (WF, 23) body and third victim “Jane Doe’s” (WF) body were found with the hands and heads removed. The mutilated bodies were found in a burned room at the Travel Inn Motor Hotel at 515 West 42d Street",
1980,33,Had extramarital affair with Jean Connelly from early 1980 to just before his arrest in May 1980.,
05/04/1980,33,"Body of fourth victim, Valerie Ann Street (WF, 19), was found naked, beaten, and bleeding from one of her breasts, at the Quality Inn Motel in Hasbrouck Heights, NJ",
05/12/1980,33,"Drugged, beat, and savagely bit Pamela Weisenfeld and dumped her in a parking lot in Teaneck, NJ.",
05/15/1980,33,"Body of  fifth victim, Jean Reyner (WF, 25) wasfound stabbed, mutilated, and strangled in the Hotel Seville at 22 East 29th Street, near Fifth Avenue",
05/22/1980,33,"Assaulted, raped, and attempted to kill 18 year-old prostitute Leslie O’Dell in a motel room in Hasbrouck Heights, NJ. 
Arrested while attempting to flee a Hasbrouck Heights, NJ motel, with Leslie Ann O’Dell inside, badly beaten.",
June 1980,33,"Wife withdrew divorce and moved to Poughkeepsie, New York with her three children.",
08/14/1980,33,"New York City: Charged with triple homicide-Mary Ann Jean Reyner (May 15, 1980); Deedeh Goodarzi and “Jane Doe” (December 2, 1979): pending trial",
09/15/1980,33,Identified in police lineup by victims Susan Geiger and Karen Schilt,
09/17/1980,33,Bergen County: 21-count indictment,
06//06/1981,34,"Testified in his own defense at his murder trial.  Included details of his 
fascination with bondage ever since he was a child, but denied that he was into hurting others.  Denied that he knew any of the women who claimed to be his victims except for Leslie O’Dell, for which he was caught.",
06/11/1981,34,Bergen County: convicted of 15 of 20 counts,
06/14/1981,34,Attempted suicide by drinking six ounces of a liquid antidepressant in his cell at the Bergen County jail,
07/25/1981,34,"Sentenced to 173-197 years in state prison; prison term after applying concurrent terms for multiple kidnap and assault convictions is 60-95 years for 1981 sentence; also fined $2,350.",
02/25/1982,35,Collapsed while being escorted to jail cell while awaiting Maryann Carr trial and was diagnosed with a duodenal ulcer.  This resulted in a mistrial for the Carr case.,
10/04/1982,35,"Attempted to escape during Carr trial, but was quickly recaptured by authorities.",
10/12/1982,35,"Convicted of second degree murder of Maryann Carr in a nonjury trial in Bergen County, NJ.",
10/15/1982,35,"Sentenced to 25 years to life for the Carr murder, with a minimum term of 30 years to be served consecutively with the 1980 sentence.",
