Date,Age,Life Event,Life Event
"December 10, 1927",0,"Harvey was born in the Bronx, New York to Ophelia and Albert Glatman, a Jewish couple","Harvey was born in the Bronx, New York to Ophelia and Albert Glatman, a Jewish couple"
1930,3,Harvey was committing a crude form of sado-masochism (he tied a string around his penis and placed the loose end in a drawer and then leaned back against the string.),Harvey was committing a crude form of sado-masochism (he tied a string around his penis and placed the loose end in a drawer and then leaned back against the string.)
1931,4,"His favorite past time was typing a rope around his neck, looping the free end over a pipe or rafter and yanking the rope with one hand while masturbating with the other.","His favorite past time was typing a rope around his neck, looping the free end over a pipe or rafter and yanking the rope with one hand while masturbating with the other."
1932,5,Tonsils and adenoids removed.  Mother describes him as a healthy and normal child with usual childhood sicknesses,Tonsils and adenoids removed.  Mother describes him as a healthy and normal child with usual childhood sicknesses
1938,11,"Parents came home to find his neck swollen and rope burned.  They move to Denver, CO.  His father caught him masturbating and he warned him that it caused acne.  Convinced that he was “queer” because he masturbated","Parents came home to find his neck swollen and rope burned.  They move to Denver, CO.  His father caught him masturbating and he warned him that it caused acne.  Convinced that he was “queer” because he masturbated"
1939,12,"Harvey entered junior high school.  Children continued to make fun of him for his acne, buckteeth, and overdeveloped ears.  Harvey feared girls; he turned red and felt inadequate when he was around them.  Began breaking and entering of private residences.  He would take something, anything from each residence.  He took a .26 caliber handgun from one home.  He would sometimes follow a woman home, force her into her","Harvey entered junior high school.  Children continued to make fun of him for his acne, buckteeth, and overdeveloped ears.  Harvey feared girls; he turned red and felt inadequate when he was around them.  Began breaking and entering of private residences.  He would take something, anything from each residence.  He took a .26 caliber handgun from one home.  He would sometimes follow a woman home, force her into her"
,,,
,,"bedroom, and gagged her with a cloth, while tying her arms with his rope. He also unbuttoned their shirts and skirts and fondled them.  He became more comfortable with touching women. In March, Harvey graduated from Junior High.  Transferred to Grove Junior High.",
1940,12,"Starts bondage games-favorite method is tying a rope around his neck, getting in to the bathtub while choking himself, climbs into the attic and strings himself from the rafters.  Went to a psychiatrist, given pills.",
1942,15,"Begins high school, above average student, not very athletic.  Involved in Boy Scouts, music, photography, becomes a delivery boy.",
1944,17,"Begins creeping around apartments, stole a .38 revolver.  Begins stopping females on the street by threatening them with his gun.  Began partially disrobing them.  Took money from one girl.",
"May 18,1945",17,"Police caught him in the act of breaking into an apartment of Elma Hamum through a window.  In his pockets, they found a length of rope and .25-caliber pistol.  While under interrogation he confessed to a number of burglaries but left out the ones with forced sex.",
"May 21,1945",17,Charged with first degree robbery-parents posted bail,
"June 18, 1945",17,"He abducted a well-built woman, Noreen Laurel, from her neighborhood and after binding her, he drover her out of town to Sunshine canyon.  He touched her but no rape.  He then returned her home. She went to the police where she looked at a series of mug shots and identified him.  He was re-arrested and this times no bail pending.  Graduates from high school in the upper one-seventh of his class.",
August 1945,17,"Dr. Hilton diagnosed Harvey as schizophrenic or at that time, split personality.  Described as sullen, morose, and disrespectful.  Felt everyone was against him.",
September 1945,17,"Arrested, no charge was listed.  Remained in jail until November",
"November/ 
December 1945",17,"Pleads guilty to first-degree robbery, spends his eighteenth birthday in prison.  Diagnosed as having psychoneruosis-Compulsive or anxiety type with depression, no evidence of schizophrenia",
