Heading,Value
Sex,Male
Race,African-American
Number of victims,8
Country where killing occurred,USA
States where killing occurred,"Wisconsin, Indiana, Ohio, Illinois"
Type of killer,Disorganized Thrill/Lust
Height,
Childhood Information,
Date of birth,"November 6, 1955"
Location,"Waukegan, Illinois"
Birth order,3rd of 5
Number of siblings,4
XYY?,
Raised by,Grandmother / Mother some
Birth category,Middle
Parent’s marital status,Never married
Family event,Didn’t know his father
Age of family event,
Problems in school?,Yes
Teased while in school?,"Yes, called “pissy” because he wet his pants"
Physically attractive?,Yes
Physical defect?,No
Speech defect?,
Head injury?,
Physically abused?,Yes
Psychologically abused?,Yes
Sexually abused?,Yes
Father’s occupation,
Age of first sexual experience,Teens
Age when first had intercourse,Teens
Mother’s occupation,Prostitute
Father abused drugs/alcohol,
Mother abused drugs/alcohol,Yes
Cognitive Ability,
Highest grade in school,8th
Highest degree,
Grades in school,Poor
IQ,Below average – mildly retarded
Work History,
Served in the military?,No
Applied for job as a cop?,No
Worked in law enforcement?,No
Types of jobs worked,Nursing Home (Only job and only worked for 2 months)
Employment status during series,Unemployed
Sexual preference,Bisexual
Marital status,"Divorced – married teenage sweetheart, she abandoned him"
Number of children,0
Living with,Girlfriend
Triad,
Animal torture,No
Fire setting,No
Bed wetting,Yes
Killer Psychological Information,
Abused drugs?,Smoked marijuana occasionally
Abused alcohol?,Drank occasionally
Been to a psychologist?,Only in prison
Killer Criminal History,
Committed previous crimes?,Yes
Spend time in jail?,Yes
Spend time in prison?,Yes
Killed prior to series?  Age?,No
Serial Killing,
Number of victims,8
Victim type,random
Killer age at start of series,28
Gender of victims,Male and female
Race of victims,Mostly African-American
Age of victims,Varied; 7 – 79
Method of killing,"Strangulation, Stabbed, Shot, Beaten"
Type of serial killer,Disorganized
How close did killer live?,"Far away, traveled to different states"
Killing occurred in home of victim?,Sometimes
Killing occurred in home of killer?,No
Weapon,"Gun, Knife, Rope, Soda bottle"
Behavior During Crimes,
Rape?,Yes
Tortured victims?,Yes
Stalked victims?,Yes
Overkill?,Yes
Quick & efficient?,No
Used blindfold?,No
Bound the victims?,Sometimes
After Death Behavior,
Sex with the body?,No
Mutilated body?,No
Ate part of the body?,No
Drank victim’s blood?,No
Posed the body?,No
Took totem – body part,No
Took totem – personal item,No
Robbed victim or location,Sometimes
Disposal of Body,
"Left at scene, no attempt to hide",Sometimes
"Left at scene, hidden",Sometimes
"Left at scene, buried",No
"Moved, no attempt to hide",Sometimes
"Moved, buried",No
Cut-op and disposed of,No
"Moved, too home",No
Date killer arrested,"July 20, 1984"
Date convicted,June 1985
Sentence,"Death (in 3 states – Ohio, Indiana, Illinois)"
Killer executed?,Yes – Lethal Injection
Did killer plead NGRI?,Yes
Was the NGRI plea successful?,No
Name and state of prison,Ohio’s Mansfield Correctional Institution
Killer committed suicide?,No
Killer killed in prison?,No
Date of death,"April 26, 2002"
