Date,Age,Life Event,Life Event
12/03/1961,0,"Born in Petaluma, California","Born in Petaluma, California"
1963,2,Fell off step and hit his head; bled a lot,Fell off step and hit his head; bled a lot
,Youth,"Youth Not close to parents, got in trouble with the law","Youth Not close to parents, got in trouble with the law"
1970,9,Parents divorced,Parents divorced
1973,12,"Moved in with father, Calvin Eugene “Gene” Ford (went back and forth between parents)","Moved in with father, Calvin Eugene “Gene” Ford (went back and forth between parents)"
1973,12,Stayed with family friend after having troubles at home,Stayed with family friend after having troubles at home
1976,15,"Father remarried, greatly upsetting Wayne","Father remarried, greatly upsetting Wayne"
1976,15,"Moved in with his uncle, Jimmy","Moved in with his uncle, Jimmy"
01/1979,17,Joined Marine Corps,Joined Marine Corps
10/1980,19,Met Kelly Dick,Met Kelly Dick
11/1980,19,Hit by drunk driver causing head injury and noticeable attitude change,Hit by drunk driver causing head injury and noticeable attitude change
05/1981,20,He and Kelly eloped in Vegas,He and Kelly eloped in Vegas
1981,20,Forced Kelly to get an abortion,Forced Kelly to get an abortion
01/1982,21,Had oral sex with a 15-year old who said she had been raped causing Wayne to run off; later arrested for attempted rape,Had oral sex with a 15-year old who said she had been raped causing Wayne to run off; later arrested for attempted rape
04/1982,21,Moved to Santa Ana; began managing his apartment complex,Moved to Santa Ana; began managing his apartment complex
12/1982,22,Started therapy,Started therapy
01/13/1983,22,Kelly asked for a divorce,Kelly asked for a divorce
04/08/1983,22,Admitted into naval hospital’s psychiatric ward for “homicidal ideations”,Admitted into naval hospital’s psychiatric ward for “homicidal ideations”
,,,
1984,23,"Sent home from Okinawa, Japan",
05/1984,23,Psychiatrist diagnosed Wayne with “adjustment reaction with mixed features and a personality disorder with explosive and immature features”,
05/1984,23,Demoted from rank of Sergeant E-5 to Corporal E-4 after a number of infractions and write-ups,
09/27/1984,23,"Was given Haldol after becoming violent (went back and forth between happy, violent, and sad over the next few days)",
10/1984,23,Diagnosed with Borderline Personality Disorder “severe and chronic”,
10/1984,23,"Moved back in with his uncle, Jimmy",
10/21/1984,23,Flown to Letterman Army Hospital,
10/23/1984,23,Admitted to Oak Knoll Naval Hospital,
10/25/1984,23,Transferred to a naval hospital in San Diego,
01/31/1985,24,"Honorably discharged from Marine Corps for “convenience of the government, character, and behavior disorders”",
02/1985,24,Began driving delivery trucks for Sears and Wards and repairing boats. Soon quit and moved to southern California because the work was “beneath him”. Began calling himself Adam.,
1986,25,"Worked as a driver’s helper loading trucks for American Delivery Service. Delivered papers for Orange County Register, worked at two car dealerships, a motorcycle shop, drove a school bus for disabled children, became a tow truck driver, and a security guard (never kept a job for long)",
1986,25,Met Wadad Radwan; developed an on-and-off 6 year relationship,
1986,25,Arrested for animal cruelty – shot a dog in his backyard,
10/1987,26,Met and moved in with Janice Hawkins; masturbated in front of her teenage daughter. Later moved back with Wadad,
1988,27,"Found a teen couple broken down, brought them home, and Wadad found him playing cards with no underwear and his testicles hanging out of his shorts because he liked watching the girl’s reaction",
1988,27,Watched his roommate’s cousin sleep naked through a window,
1988,27,Moved next door to Wadad; their intimate relationship ended in 1992,
09/1992,31,Applied for a job with U.S. Border Patrol but did not get it because of his peculiar application and lies about his demotion and being discharged,
1992,31,"Punched a girl in a bar, injuring her (says it was an accident)",
03/1993,31,Arrested for suspicion of firing a weapon and cruelty to animals,
10/15/1994,32,Married Elizabeth,
12/10/1995,33,"Son Max was born to him and his wife, Elizabeth",
07/04/1996,34,Elizabeth leaves,
10/26/1997,35,"Eureka, California. Duck hunter found a woman’s remains in Humboldt County. Police were contacted; body was disassembled, called “Torso Girl”. 
Unable to identify Jane Doe",
12/05/1997,36,Wayne went to a mental-health clinic but never followed through on treatment,
01/1998,36,Became drunk and stated that he hated women and wanted to cut them up and hide all of the parts,
04/15/1998,36,Divorce from Elizabeth finalized,
,,,
06/02/1998,36,"Woman’s body found floating in an Aqueduct near Buttonwillow, CA",
06/16/1998,36,Picked up and raped the “Orange County Doe”,
7/1998,36,2nd body identified as Tina Gibbs - prostitute,
08/23/1998,36,Picked up and raped R.H. or the “Sonoma County Doe”,
09/1998,36,“Kidnapped” and raped V.R.,
09/25/1998,36,"Woman’s body found nude on the side of I-5 near Lodi, California.  Body identified as Lanette White, 25, was going to the grocery store",
10/1998,36,Killed Patricia Anne Tamez; her breast was the one he later showed police,
10/1998,36,"Began praying more, talked about suicide more, and listened to Bible cassettes more because of fear that he had no conscience",
11/3/1998,36,Wayne admitted to his brother Rodney that he “hurt some people real bad” and turned himself in later that day. Police arrested him on suspicion of mayhem.,
11/04/1998,36,"After interviewing with detectives for hours, Wayne was placed in a padded cell and placed on suicide watch because of his unstable emotional state. He was prescribed medications to calm him down.",
11/04/1998,36,The story was released to the public without giving too much detail; the story still got out about him turning himself in with a breast.,
11/04/1998,36,Took police to the place where he buried “Torso Girl’s” legs,
11/05/1998,36,"People that knew him stated their reactions to the press and neighbors began to tell their own stories about Wayne, some untrue, some out of the news, possibly for attention",
11/05/1998,36,Wayne met with the psychologist to conduct an evaluation,
11/6/1998,36,Arraigned at Humboldt County Superior Court for one murder,
12/1998,37,Indicted Ford on a single count of first degree murder for the death of Jane Doe setting the trial to July,
6/1999,37,Arrested Ford for 4 counts of 1st degree murder,
10/1999,37,Wayne was transferred to the West Valley Detention Center in Rancho Cucamonga,
1/2004,42,"Judge Michael Smith rules most of Ford’s confessions admissible, however, confessions made after 11-5-1998 inadmissible",
01/17/2006,44,"Jury selection (screened: 900; chosen: 6 men, 6 women, 6 alternates)",
03/13/2006,44,Trial began,
04/12/2006,44,Prosecution finished their case,
04/24/2006,44,Defense began their case,
05/15/2006,44,"Wayne given a psychological exam, found to be only slightly more psychotic than the average inmate (57 % would be less, 43% more)",
06/14/2006,44,"Prosecution delivered their closing arguments (2 hours, 15 minutes)",
06/15/2006,44,Defense delivered their closing arguments,
06/19/2006,44,"Jury (now 7 women, 5 men) began deliberating",
06/27/2006,44,Jury reached a verdict – Guilty of 4 counts of 1st degree murder,
07/12/2006,44,Sentencing trial began,
08/10/2006,44,Jury decided on sentence,
