Heading,Value
Sex,Male
Race,White
Number of victims,Confessed (80-110); Convicted (11)
Country where killing occurred,United States
States where killing occurred,"North Carolina, Georgia, South Carolina, Florida"
Cities where killing occurred,Highways mainly; RT77 & Costal Highway
Type of killer,His first kill he was disorganized as time went on he
Height,5’4”
Childhood Information,
Date of birth,3/13/1933
Location,"Florence County, SC"
Birth order,1st  of 5
Number of siblings,"Two half-brothers, two half-sister"
Raised by,Biological mother and father had financially supportive but Pee Wee did not know who he was until he was 15 years old
Birth category,Oldest
Parent’s marital status,Never married
Did serial killer spend time in an orphanage?,No
Did serial killer spend time in a foster home?,"No, reform school"
Was serial killer ever raised by a relative?,Lived with aunt for 3 months
Did serial killer ever live with adopted family?,No
Did serial killer live with a step-parent?,Pee Wee’s mother remarried when he was 10; Pee Wee did not have good relationship with his stepfather
Family event,Biological parents never married and his mother would have sex with different men in front of him
Age of family event,Childhood
Problems in school?,Beat up in school for being small and teachers would blame him for the fights
Teased while in school?,"Yes, he was teased for being so much smaller than the other kids that he eventually quit"
Physically attractive?,No major physical deformities except for his small stature
Physical defect?,Small weight and height
Speech defect?,No
Physically abused?,"Yes, by children at school and his mother’s lover and boyfriends they would hit and beat him. Pee Wee’s step father was emotionally abusive and controlling"
Psychologically abused?,"Yes, mother would have sex with her lovers in front of Pee Wee and step father emotionally abused him"
Sexually abused?,Yes by his mother’s lovers and also by other boys in Reform school
Father’s occupation,Very wealthy land owner
Age when first had intercourse,"15, with a prostitute"
Mother’s occupation,Worked in the fields and had sex for money
Father abused drugs/alcohol,Alcoholic
Mother abused drugs/alcohol,Alcoholic
Cognitive Ability,
Highest grade in school,Quit in elementary school; age 8
Highest degree,Graduated from reform school
Work History,
Served in the military?,No
Worked in law enforcement?,No
Fired from jobs?,Yes
Types of jobs worked,"Auto mechanic, construction worker, circus crew"
Employment status during series,Unemployed at time; employed as an auto mechanic
Sexual preference,Heterosexual
Marital status,Married five times
Number of children,2
Lives with his children,No
Living with,Spouse
Triad,
Animal torture,No
Fire setting,No
Bed wetting,No
Killer Psychological Information,
Abused drugs?,No
Abused alcohol?,No
Been to a psychologist (prior to killing)?,No
Time in forensic hospital (prior to killing)?,"Yes, was sent there one day and had counseling session; however the next morning his appendix ruptured and was sent to a hospital"
Killer Criminal History (Prior to the series),
Committed previous crimes?,"Burglary, insurance fraud, attempted murder; selling stolen goods; rape; interstate auto theft; assault with a deadly weapon with the intent to kill"
Spent time in jail?,Yes
Spent time in prison?,Yes
Killed prior to series?  Age?,"Yes, at the age of 20 while in prison, slashed throat of Hazel Brazell an inmate"
Serial Killing,
Number of victims (confessed to),80 to 90; while on death row confessed to 100-110 murders
Number of victims (convicted of),8
Victim type,"Prostitute, drug dealer, family, neighbors, young women hitch hikers; men"
Killer age at start of series,36
Killer age at end of series,42
Date of first kill in series,September 1969
Date of final kill in series,October 1975
Gender of victims,Females and males
Race of victims,"White, except for Martha Dicks his first African American"
Age of victims,Varied in which a baby was the youngest
Type of victim,"Prostitutes, family, friends, homeless, hitchhikers; strangers, neighbors; locals"
Method of killing,"Suffocation, stabbing, and mutilation"
Weapon,Killer brought with him
Was gun used?,"No only used gun to kill because he was mocked, attempted to blackmail him, owed or stole from him or was being paid to commit the killings"
Type,Handgun
Did killer have a partner?,No
Type of serial killer,Organized lust
How close did killer live?,Walking distance; drove to crime
Location of first contact,Street- highway 77(Costal Highway)
Killing occurred in home of victim?,"No, except Peggy"
Killing occurred in home of killer?,No
Victim abducted or killed at contact?,Yes
Behavior During Crimes,
Rape?,Yes
Tortured victims?,Yes
Stalked victims?,No
Overkill?,Yes
Quick & efficient?,No
Used blindfold?,No
Bound the victims?,Yes
After Death Behavior,
Sex with the body?,No
Mutilated body?,No
Ate part of the body?,Yes- On one occasion- Jackie Freeman
Drank victim’s blood?,No
Posed the body?,No
Took totem – body part,No
Took totem – personal item,No; Sometimes money and items that could not be traced
Robbed victim or location,No
Disposal of Body,
"Left at scene, no attempt to hide",No except for Margaret Cuttino
"Left at scene, hidden",Yes
"Left at scene, buried","No; however his niece, family friend, the 8 bodies he showed the police and several others had been buried"
"Moved, no attempt to hide",No
"Moved, hidden",Yes
"Moved, buried",Yes
Cut-up and disposed of,Yes
Burned body,No; except for certain parts of the body
"Dumped body in lake, river, etc.",Yes
"Moved, took home",No
Date killer arrested,Nov-Dec 1975
Date convicted,"March 28,1976"
Sentence,Death
Killer executed?,Yes
Did killer plead NGRI?,No
Did serial killer confess?,Yes
Name and state of prison,CCI-Columbia
Killer committed suicide?,No
Killer killed in prison?,No
Date of death,"September 6, 1991"
Cause of death,Executed
"References 
Earle, Wilton (1993) “Donald “Pee Wee Gaskins”. Final Truth. Windsor Publishing Corp. New York: New York. 
Griffin, Dr. J.C.(2010) “Pee Wee Gaskins American’s Number One Serial Killer”. Xlibris Corp. Bloomington, IN. 
Donald Henry Gaskins retrieved from Wikipedia. 
11/14/2011",
