Date,Age,Life Event,Life Event
1944,0,Born,Born
11/13/1964,20,"Greenwood’s first known victim was found on library steps with his throat cut and numerous stab wounds.  His name was David Russell, an aging transient.","Greenwood’s first known victim was found on library steps with his throat cut and numerous stab wounds.  His name was David Russell, an aging transient."
11/14/1964,20,"67-year old Benjamin Hornberg was killed in the second floor restroom of his hotel, with his throat slashed from ear to ear and numerous stab wounds marking his head and upper torso.","67-year old Benjamin Hornberg was killed in the second floor restroom of his hotel, with his throat slashed from ear to ear and numerous stab wounds marking his head and upper torso."
1966,22,Greenwood’s slayings were interrupted in 1966 when he was imprisoned for over five years in Illinois for the attempted murder of a man in Chicago.,Greenwood’s slayings were interrupted in 1966 when he was imprisoned for over five years in Illinois for the attempted murder of a man in Chicago.
12/01/1974,30,"Greenwood murdered 46 year old Charles Jackson, an alcoholic drifter, on the spot where David Russell had been slain a decade earlier.","Greenwood murdered 46 year old Charles Jackson, an alcoholic drifter, on the spot where David Russell had been slain a decade earlier."
12/08/1974,30,"Moses Yakanac, a 47-year old Eskimo, was knifed to death in a skid row alley.","Moses Yakanac, a 47-year old Eskimo, was knifed to death in a skid row alley."
12/11/1974,30,54-year old Arthur Dahlstedt was slain outside an abandoned building.,54-year old Arthur Dahlstedt was slain outside an abandoned building.
12/22/1974,30,42-year old David Perez was found in some shrubbery adjacent to the Los Angeles public library.,42-year old David Perez was found in some shrubbery adjacent to the Los Angeles public library.
01/09/1975,,"The body of Casimir Strawinski, 58, was found in his hotel room.","The body of Casimir Strawinski, 58, was found in his hotel room."
01/17/1975,,A hotel maid found the body of 46-year old Robert Shannahan with a bayonet protruding from his chest.,A hotel maid found the body of 46-year old Robert Shannahan with a bayonet protruding from his chest.
1975,,"49-year old Samuel Suarez, the final skid row victim, was found in a sleazy fifth floor hotel room.","49-year old Samuel Suarez, the final skid row victim, was found in a sleazy fifth floor hotel room."
01/29/1975,,45-year old George Friar was stabbed to death in his own apartment in Hollywood.,45-year old George Friar was stabbed to death in his own apartment in Hollywood.
01/31/1975,,"A cash register mechanic, 34-year old Clyde Hays, was found in his Hollywood home.","A cash register mechanic, 34-year old Clyde Hays, was found in his Hollywood home."
1975,,"By this time, L.A. detectives had formed a mental picture of their suspect, described as a white male in his late twenties or thirties, six feet tall and 190 pounds, with shoulder length stringy blonde hair.  A psychiatric profile, published on the morning of Clyde Hay’s murder, described the killer as a “sexually impotent coward, venting his own feeling of worthlessness on hapless derelicts and drifters he kills, and we think he’s trying to resolve his own inner conflicts by turning his wrath and hatred outward.”  He was further described as a friendless, poorly-educated loner, probably homosexual, with an unspecified physical deformity.","By this time, L.A. detectives had formed a mental picture of their suspect, described as a white male in his late twenties or thirties, six feet tall and 190 pounds, with shoulder length stringy blonde hair.  A psychiatric profile, published on the morning of Clyde Hay’s murder, described the killer as a “sexually impotent coward, venting his own feeling of worthlessness on hapless derelicts and drifters he kills, and we think he’s trying to resolve his own inner conflicts by turning his wrath and hatred outward.”  He was further described as a friendless, poorly-educated loner, probably homosexual, with an unspecified physical deformity."
02/02/1975,31,"Greenwood invaded the Hollywood home of William Graham, assaulting him with a hatchet before houseguest Kenneth Richer intervened, and both men plunged through a plate-glass window.  Greenwood fled on foot to the home of actor Burt Reynolds, carelessly dropping a letter addressed to himself in the driveway","Greenwood invaded the Hollywood home of William Graham, assaulting him with a hatchet before houseguest Kenneth Richer intervened, and both men plunged through a plate-glass window.  Greenwood fled on foot to the home of actor Burt Reynolds, carelessly dropping a letter addressed to himself in the driveway"
02/03/1975,31,Police picked up Greenwood and charged him with two counts of burglary and assault.,Police picked up Greenwood and charged him with two counts of burglary and assault.
,,,
03/17/1975,,Greenwood charged with murder.,Greenwood charged with murder.
01/23/1976,,Greenwood indicted for 11 murders.,Greenwood indicted for 11 murders.
12/29/1976,,Convicted on nine counts of murder. A mistrial was declared on the other two counts of murder.,Convicted on nine counts of murder. A mistrial was declared on the other two counts of murder.
01/19/1977,33,Sentenced to life in prison.,Sentenced to life in prison.
,,,
,,,
,,,
