Heading,Value
Sex,Female
Race,White
Number of victims,"16 further plus 12 possible equals 28"
Country where killing occurred,"United States"
States where killing occurred,Indiana
Cities where killing occurred,LaPorte
Type of killer,"Black Widow"
Height,"6’"
Childhood Information,
Date of birth,"November-11-1859"
Location,"Selbu, Norway"
Birth order,Unknown
Number of siblings,"2 known"
XYY?,No
Raised by,"Both parents"
Birth category,Youngest
Parent’s marital status,Married
Did serial killer spend time in an orphanage?,No
Did serial killer spend time in a foster home?,No
Was serial killer ever raised by a relative?,No
Did serial killer live with a step-parent?,No
Family event,
Age of family event,
Problems in school?,
Teased while in school?,
Physically attractive?,No
Physical defect?,No
Speech defect?,No
Head injury?,No
Physically abused?,"Kicked in the stomach, which caused miscarriage"
Psychologically abused?,No
Sexually abused?,No
Father’s occupation,Stonemason
Age of first sexual experience,"Unknown, but pregnant by 17"
Age when first had intercourse,"Unknown, but pregnant by 17"
Mother’s occupation,
Father abused drugs/alcohol,No
Mother abused drugs/alcohol,No
Cognitive Ability,
Highest grade in school,
Work History,
Served in the military?,No
Applied for job as a cop?,No
Worked in law enforcement?,No
Fired from jobs?,No
Types of jobs worked,"Farm girl, owned a confectionary store"
Employment status during series,"Worked on her farm and collected insurance"
Sexual preference,Heterosexual
Marital status,"Married twice, widowed twice"
Number of children,"3 - Lucy and Myrtle Sorensen and Phillip Gunness, 1 foster child Jennie Olsen, 2 Caroline and Axel that died in infancy"
Lives with her children,"Yes before their deaths"
Living with,"Children, husbands before their deaths, multiple lovers before their deaths"
Triad,
Animal torture,No
Fire setting,Yes
Bed wetting,No
Killer Psychological Information,
Abused drugs?,No
Abused alcohol?,No
Been to a psychologist (prior to killing)?,No
Time in forensic hospital (prior to killing)?,No
Killer Criminal History,
Committed previous crimes?,"Arson, never charged"
Spend time in jail?,No
Spend time in prison?,No
Killed prior to series? Age?,"17 suspected of killing child’s father"
Serial Killing,
Number of victims,"16 further plus 12 possible equals 28"
Victim type,"Family, lovers"
Killer age at start of series,"Possibly 37"
Date of first kill in series,"Possibly 1896"
Date of final kill in series,"Possibly April 28, 1908"
Gender of victims,"Both, mostly men"
Race of victims,White
Age of victims,"Infants,5, 9,11, 18, middle-aged men"
Type of victim,"Family, lovers"
Method of killing,"Poisoning, bludgeoning"
Weapon,Found at the scene
Was gun used?,No
Did killer have a partner?,"Possibly assisted in disposal of bodies"
Name of partner,"Ray Lamphere"
Sex of partner,Male
Relationship of partner,"Former lover/farmhand"
Type of serial killer,"Black Widow"
How close did killer live?,"Lived at scene of crime"
Location of first contact,"Killer’s home"
Location of killing,"Killer’s home"
Killing occurred in home of victim?,No
Killing occurred in home of killer?,Yes
Victim abducted or killed at contact?,"Killed while staying at her home"
Behavior During Crimes,
Rape?,No
Tortured victims?,No
Stalked victims?,"Wrote letters to beg them to come"
Overkill?,No
Quick & efficient?,Yes
Used blindfold?,No
Bound the victims?,No
After Death Behavior,
Sex with the body?,No
Mutilated body?,Dismembered
Ate part of the body?,No
Drank victim’s blood?,No
Posed the body?,No
Took totem – body part,No
Took totem – personal item,No
Robbed victim or location,"Took their money"
Disposal of Body,
"Left at scene, no attempt to hide",No
"Left at scene, hidden",No
"Left at scene, buried",No
"Moved, no attempt to hide",No
"Moved, buried","Yes, in the yard"
"Cut-up and disposed of","Dismembered and buried in the yard"
"Moved, too home",No
Killer executed?,No
Did killer plead NGRI?,No
Did serial killer confess?,No
Killer committed suicide?,No
Killer killed in prison?,No
Date of death,"Supposedly April 28, 1908 but unknown for sure"
