Date,Age,Life Event,Life Event
"July 16, 1929",birth,"Charles Ray Hatcher was born at 4:00 p.m., 34 miles north of St. Joseph, in Mound City, Missouri. 
He was the youngest child of three brothers (Arthur, Jesse Jr.,  and Floyd) His parents were Jesse and Lula Hatcher","Charles Ray Hatcher was born at 4:00 p.m., 34 miles north of St. Joseph, in Mound City, Missouri. 
He was the youngest child of three brothers (Arthur, Jesse Jr.,  and Floyd) His parents were Jesse and Lula Hatcher"
"Spring, 1935",6,"Watched his older brother, Arthur Allen Hatcher die of electrocution. The brothers were flying a kite with copper wire they found in an old Model T Ford. Arthur was about to hand the kite to Charles, when it hit a high voltage power line and electrocuted him. Arthur was pronounced died at the scene.","Watched his older brother, Arthur Allen Hatcher die of electrocution. The brothers were flying a kite with copper wire they found in an old Model T Ford. Arthur was about to hand the kite to Charles, when it hit a high voltage power line and electrocuted him. Arthur was pronounced died at the scene."
1945,16,"Charles moved with his mother and her third husband to St. Joseph, Missouri.","Charles moved with his mother and her third husband to St. Joseph, Missouri."
1947,18,Charles received his 1st job setting pins at a bowling alley in Missouri.,Charles received his 1st job setting pins at a bowling alley in Missouri.
"Fall, 1947",18,Charles Hatcher received a job driving a truck and hauling logs for the Iowa-Missouri Walnut Co. which only lasted two weeks.,Charles Hatcher received a job driving a truck and hauling logs for the Iowa-Missouri Walnut Co. which only lasted two weeks.
"October 9, 1947",18,"The company reported that one of the trucks had been stolen. Hatcher bought the company truck back that morning.  He was intoxicated at the time and admitted to stealing the truck. He was convicted of his first crime which was auto theft in St. Joseph, Missouri. He received a two-year suspended sentence.","The company reported that one of the trucks had been stolen. Hatcher bought the company truck back that morning.  He was intoxicated at the time and admitted to stealing the truck. He was convicted of his first crime which was auto theft in St. Joseph, Missouri. He received a two-year suspended sentence."
"February 5, 1948",18,"Hatcher received another job at the St. Francis Hotel in St. Joseph, 
Missouri washing dishes and doing other odd jobs. Convicted of auto theft for a second time for stealing a 1937 Buick in St. Joseph, Missouri, Hatcher was sentenced to two years in Missouri State Penitentiary.","Hatcher received another job at the St. Francis Hotel in St. Joseph, 
Missouri washing dishes and doing other odd jobs. Convicted of auto theft for a second time for stealing a 1937 Buick in St. Joseph, Missouri, Hatcher was sentenced to two years in Missouri State Penitentiary."
"February 7, 1948",18,Hatcher was received at the prison for the 1st time.,Hatcher was received at the prison for the 1st time.
"June 8, 1949",18,Hatcher was released from prison after serving a little less than ¾ of his time.,Hatcher was released from prison after serving a little less than ¾ of his time.
"October 10, 1949",19,"Convicted of forgery for a $10 check at a gas station in Maryville, Missouri. Hatcher was sentenced to three years in Missouri State Penitentiary.","Convicted of forgery for a $10 check at a gas station in Maryville, Missouri. Hatcher was sentenced to three years in Missouri State Penitentiary."
